id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
76141_818988,"Sandalia Verde /Cobra | Ateen","Sandalia Verde /Cobra | Ateen",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/sandalia-verde-cobra-ateen/,"Roupas","Brechó Fashion Carioca",79.9BRL,in stock,76141_818988,http://brechofashioncarioca.com.br/cart/?add-to-cart=818988,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79.9BRL,new,published,,
76138_818985,"Sapato Anabela Nude Nobuck | Santa Lolla","Sapato Anabela Nude Nobuck | Santa Lolla",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/sapato-anabela-nude-nobuck-santa-lolla/,"Roupas","Brechó Fashion Carioca",79.9BRL,in stock,76138_818985,http://brechofashioncarioca.com.br/cart/?add-to-cart=818985,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79.9BRL,new,published,,
76139_818986,"Sapato Peep Toe Gelo (Fivela Dourada) | Santa Lolla","Sapato Peep Toe Gelo (Fivela Dourada) | Santa Lolla",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/sapato-peep-toe-gelo-fivela-dourada-santa-lolla/,"Roupas","Brechó Fashion Carioca",59.9BRL,in stock,76139_818986,http://brechofashioncarioca.com.br/cart/?add-to-cart=818986,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,59.9BRL,new,published,,
76137_818984,"Sapato Anabela Animal Print Pelica | Santa Lolla","Sapato Anabela Animal Print Pelica | Santa Lolla",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/sapato-anabela-animal-print-pelica-santa-lolla/,"Roupas","Brechó Fashion Carioca",79.9BRL,in stock,76137_818984,http://brechofashioncarioca.com.br/cart/?add-to-cart=818984,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79.9BRL,new,published,,
76136_818983,"Bolsa De Academia Pink | Nike","Bolsa De Academia Pink | Nike",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsa-de-academia-pink-nike/,"Roupas","Brechó Fashion Carioca",79.9BRL,in stock,76136_818983,http://brechofashioncarioca.com.br/cart/?add-to-cart=818983,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79.9BRL,new,published,,
76133_818980,"Bolsa (Grande) Dourada Couro | Luz da Lua","Bolsa (Grande) Dourada Couro | Luz da Lua",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsa-grande-dourada-couro-luz-da-lua/,"Roupas","Brechó Fashion Carioca",150BRL,in stock,76133_818980,http://brechofashioncarioca.com.br/cart/?add-to-cart=818980,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,150BRL,new,published,,
76134_818981,"Bolsinha Preta ( 2 Bolsos ) Alça Ombro | Kadilo","Bolsinha Preta ( 2 Bolsos ) Alça Ombro | Kadilo",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsinha-preta-2-bolsos-alca-ombro-kadilo/,"Roupas","Brechó Fashion Carioca",89.9BRL,in stock,76134_818981,http://brechofashioncarioca.com.br/cart/?add-to-cart=818981,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89.9BRL,new,published,,
76131_818978,"Bolsinha Transpassada Nobuck Verde Couro","Bolsinha Transpassada Nobuck Verde Couro",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsinha-transpassada-nobuck-verde-couro/,"Roupas","Brechó Fashion Carioca",99.9BRL,in stock,76131_818978,http://brechofashioncarioca.com.br/cart/?add-to-cart=818978,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99.9BRL,new,published,,
76132_818979,"Bolsinha Transpassada Nobuck Marrom Couro","Bolsinha Transpassada Nobuck Marrom Couro",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsinha-transpassada-nobuck-marrom-couro/,"Roupas","Brechó Fashion Carioca",99.9BRL,in stock,76132_818979,http://brechofashioncarioca.com.br/cart/?add-to-cart=818979,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99.9BRL,new,published,,
76130_818977,"Bolsa Azul (Alça Ombro) | Kipling","produto original",http://brechofashioncarioca.com.br/wp-content/uploads/2020/03/76130.jpg,http://brechofashioncarioca.com.br/product/bolsa-azul-alca-ombro-kipling/,"Bolsas","Brechó Fashion Carioca",120BRL,in stock,76130_818977,http://brechofashioncarioca.com.br/cart/?add-to-cart=818977,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,120BRL,new,published,,
76128_818975,"Bolsinha Sem Marca Marrom Couro (Detalhe Pesponto)","Bolsinha Sem Marca Marrom Couro (Detalhe Pesponto)",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsinha-sem-marca-marrom-couro-detalhe-pesponto/,"Roupas","Brechó Fashion Carioca",89.9BRL,in stock,76128_818975,http://brechofashioncarioca.com.br/cart/?add-to-cart=818975,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89.9BRL,new,published,,
76129_818976,"Bolsa (Grande) Nude Couro | Couthe","Bolsa (Grande) Nude Couro | Couthe",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsa-grande-nude-couro-couthe/,"Roupas","Brechó Fashion Carioca",250BRL,in stock,76129_818976,http://brechofashioncarioca.com.br/cart/?add-to-cart=818976,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,250BRL,new,published,,
76127_818974,"Bolsa Nude Couro | Schutz","Bolsa Nude Couro | Schutz",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsa-nude-couro-schutz/,"Roupas","Brechó Fashion Carioca",350BRL,in stock,76127_818974,http://brechofashioncarioca.com.br/cart/?add-to-cart=818974,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,350BRL,new,published,,
76125_818972,"Bolsa (Grande) Pink Couro | Santa Lolla","Bolsa (Grande) Pink Couro | Santa Lolla",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsa-grande-pink-couro-santa-lolla/,"Roupas","Brechó Fashion Carioca",180BRL,in stock,76125_818972,http://brechofashioncarioca.com.br/cart/?add-to-cart=818972,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,180BRL,new,published,,
76126_818973,"Bolsa (Grande) Marinho Croco | Wilsons Leather","Bolsa (Grande) Marinho Croco | Wilsons Leather",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsa-grande-marinho-croco-wilsons-leather/,"Roupas","Brechó Fashion Carioca",250BRL,in stock,76126_818973,http://brechofashioncarioca.com.br/cart/?add-to-cart=818973,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,250BRL,new,published,,
76123_818970,"Caixa De Oculos Walt Colors | Disney","Caixa De Oculos Walt Colors | Disney",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/caixa-de-oculos-walt-colors-disney/,"Roupas","Brechó Fashion Carioca",29.9BRL,in stock,76123_818970,http://brechofashioncarioca.com.br/cart/?add-to-cart=818970,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29.9BRL,new,published,,
76124_818971,"Bolsa (Grande) Bege Croco/Preta | Santa Lolla","Bolsa (Grande) Bege Croco/Preta | Santa Lolla",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsa-grande-bege-croco-preta-santa-lolla/,"Roupas","Brechó Fashion Carioca",200BRL,in stock,76124_818971,http://brechofashioncarioca.com.br/cart/?add-to-cart=818971,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,200BRL,new,published,,
76121_818968,"Legging Musgo ( DetalheTule) | Nike","Legging Musgo ( DetalheTule) | Nike",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/legging-musgo-detalhetule-nike/,"Roupas","Brechó Fashion Carioca",79.9BRL,in stock,76121_818968,http://brechofashioncarioca.com.br/cart/?add-to-cart=818968,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79.9BRL,new,published,,
76122_818969,"Tenis Colorido (Run Easy) Lunarlon | Nike","Tenis Colorido (Run Easy) Lunarlon | Nike",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/tenis-colorido-run-easy-lunarlon-nike/,"Roupas","Brechó Fashion Carioca",250BRL,in stock,76122_818969,http://brechofashioncarioca.com.br/cart/?add-to-cart=818969,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,250BRL,new,published,,
76120_818967,"Vestido Salmão/Floral | Farm","Vestido Salmão/Floral | Farm",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/vestido-salmao-floral-farm/,"Roupas","Brechó Fashion Carioca",89.9BRL,in stock,76120_818967,http://brechofashioncarioca.com.br/cart/?add-to-cart=818967,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89.9BRL,new,published,,
76118_818965,"Camisa Manga Longa Verde Tiedye | BFly","Camisa Manga Longa Verde Tiedye | BFly",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/camisa-manga-longa-verde-tiedye-bfly/,"Roupas","Brechó Fashion Carioca",69.9BRL,in stock,76118_818965,http://brechofashioncarioca.com.br/cart/?add-to-cart=818965,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,69.9BRL,new,published,,
76119_818966,"Vestido Manga Longa Verde (Estampada Conchas) C/ Forro | FYI","Vestido Manga Longa Verde (Estampada Conchas) C/ Forro | FYI",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/vestido-manga-longa-verde-estampada-conchas-c-forro-fyi/,"Roupas","Brechó Fashion Carioca",120BRL,in stock,76119_818966,http://brechofashioncarioca.com.br/cart/?add-to-cart=818966,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,120BRL,new,published,,
76116_818963,"Blusa Preta (Tiras Ombro) | BoBô","Blusa Preta (Tiras Ombro) | BoBô",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/blusa-preta-tiras-ombro-bobo/,"Roupas","Brechó Fashion Carioca",89.9BRL,in stock,76116_818963,http://brechofashioncarioca.com.br/cart/?add-to-cart=818963,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89.9BRL,new,published,,
76117_818964,"Colete Preto (Costas Renda) | Animale","Colete Preto (Costas Renda) | Animale",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/colete-preto-costas-renda-animale/,"Roupas","Brechó Fashion Carioca",99.9BRL,in stock,76117_818964,http://brechofashioncarioca.com.br/cart/?add-to-cart=818964,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99.9BRL,new,published,,
76115_818962,"Camiseta Verde Seda | Animale","Camiseta Verde Seda | Animale",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/camiseta-verde-seda-animale/,"Roupas","Brechó Fashion Carioca",69.9BRL,in stock,76115_818962,http://brechofashioncarioca.com.br/cart/?add-to-cart=818962,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,69.9BRL,new,published,,
76113_818960,"Clutch Marrom Paetes | Animale","Clutch Marrom Paetes | Animale",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/clutch-marrom-paetes-animale/,"Roupas","Brechó Fashion Carioca",79.9BRL,in stock,76113_818960,http://brechofashioncarioca.com.br/cart/?add-to-cart=818960,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79.9BRL,new,published,,
76114_818961,"Camiseta Nude Seda | Animale","Camiseta Nude Seda | Animale",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/camiseta-nude-seda-animale/,"Roupas","Brechó Fashion Carioca",69.9BRL,in stock,76114_818961,http://brechofashioncarioca.com.br/cart/?add-to-cart=818961,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,69.9BRL,new,published,,
76111_818958,"Bolsinha Croco | Roccobarocco","Bolsinha Croco | Roccobarocco",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsinha-croco-roccobarocco/,"Roupas","Brechó Fashion Carioca",69.9BRL,in stock,76111_818958,http://brechofashioncarioca.com.br/cart/?add-to-cart=818958,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,69.9BRL,new,published,,
76112_818959,"Bolsinha Transversal (Franjas Corrente) | Animale","Bolsinha Transversal (Franjas Corrente) | Animale",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsinha-transversal-franjas-corrente-animale/,"Roupas","Brechó Fashion Carioca",150BRL,in stock,76112_818959,http://brechofashioncarioca.com.br/cart/?add-to-cart=818959,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,150BRL,new,published,,
76109_818956,"Bolsinha Branca Couro | MNG Barcelona","Bolsinha Branca Couro | MNG Barcelona",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsinha-branca-couro-mng-barcelona/,"Roupas","Brechó Fashion Carioca",79.9BRL,in stock,76109_818956,http://brechofashioncarioca.com.br/cart/?add-to-cart=818956,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79.9BRL,new,published,,
76110_818957,"Bolsinha Bege ( Alça Trançada) | Guess","Bolsinha Bege ( Alça Trançada) | Guess",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bolsinha-bege-alca-trancada-guess/,"Roupas","Brechó Fashion Carioca",79.9BRL,in stock,76110_818957,http://brechofashioncarioca.com.br/cart/?add-to-cart=818957,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79.9BRL,new,published,,
76107_818954,"Top Preto (Detalhe Cruzado) | Kaisan","Top Preto (Detalhe Cruzado) | Kaisan",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/top-preto-detalhe-cruzado-kaisan/,"Roupas","Brechó Fashion Carioca",15BRL,in stock,76107_818954,http://brechofashioncarioca.com.br/cart/?add-to-cart=818954,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,15BRL,new,published,,
76108_818955,"Blusa Vinho Esferas (Com Amarração) Malha | Stock","Blusa Vinho Esferas (Com Amarração) Malha | Stock",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/blusa-vinho-esferas-com-amarracao-malha-stock/,"Roupas","Brechó Fashion Carioca",29.9BRL,in stock,76108_818955,http://brechofashioncarioca.com.br/cart/?add-to-cart=818955,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29.9BRL,new,published,,
76106_818953,"Top Preto/Branco | Kaisan","Top Preto/Branco | Kaisan",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/top-preto-branco-kaisan/,"Roupas","Brechó Fashion Carioca",15BRL,in stock,76106_818953,http://brechofashioncarioca.com.br/cart/?add-to-cart=818953,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,15BRL,new,published,,
76104_818951,"Bermuda Preta | Kaisan","Bermuda Preta | Kaisan",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bermuda-preta-kaisan/,"Roupas","Brechó Fashion Carioca",15BRL,in stock,76104_818951,http://brechofashioncarioca.com.br/cart/?add-to-cart=818951,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,15BRL,new,published,,
76105_818952,"Camiseta Cinza Poliamida | Forever 21","Camiseta Cinza Poliamida | Forever 21",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/camiseta-cinza-poliamida-forever-21/,"Roupas","Brechó Fashion Carioca",19.9BRL,in stock,76105_818952,http://brechofashioncarioca.com.br/cart/?add-to-cart=818952,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,19.9BRL,new,published,,
76102_818949,"Saia Longuete Street Vermelha | Casual","Saia Longuete Street Vermelha | Casual",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/saia-longuete-street-vermelha-casual/,"Roupas","Brechó Fashion Carioca",49.9BRL,in stock,76102_818949,http://brechofashioncarioca.com.br/cart/?add-to-cart=818949,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,49.9BRL,new,published,,
76103_818950,"Macacao Preto ( Recortes ) | Kaisan","Macacao Preto ( Recortes ) | Kaisan",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/macacao-preto-recortes-kaisan/,"Roupas","Brechó Fashion Carioca",39.9BRL,in stock,76103_818950,http://brechofashioncarioca.com.br/cart/?add-to-cart=818950,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,39.9BRL,new,published,,
76101_818948,"Vestido Midi Branco Lasie | Elle Et Lui","Vestido Midi Branco Lasie | Elle Et Lui",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/vestido-midi-branco-lasie-elle-et-lui/,"Roupas","Brechó Fashion Carioca",89.9BRL,in stock,76101_818948,http://brechofashioncarioca.com.br/cart/?add-to-cart=818948,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89.9BRL,new,published,,
76100_818947,"Bata Street Branca | Casual","Bata Street Branca | Casual",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/bata-street-branca-casual/,"Roupas","Brechó Fashion Carioca",29.9BRL,in stock,76100_818947,http://brechofashioncarioca.com.br/cart/?add-to-cart=818947,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29.9BRL,new,published,,
76099_818946,"Blusa (1/2 M) Listrada Azul / Branca | Peepou","Blusa (1/2 M) Listrada Azul / Branca | Peepou",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/blusa-1-2-m-listrada-azul-branca-peepou/,"Roupas","Brechó Fashion Carioca",69.9BRL,in stock,76099_818946,http://brechofashioncarioca.com.br/cart/?add-to-cart=818946,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,69.9BRL,new,published,,
76098_818945,"Vestido Street Preto Malha | Casual","Vestido Street Preto Malha | Casual",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/vestido-street-preto-malha-casual/,"Roupas","Brechó Fashion Carioca",39.9BRL,in stock,76098_818945,http://brechofashioncarioca.com.br/cart/?add-to-cart=818945,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,39.9BRL,new,published,,
76094_818941,"Short Jeans (Detalhe Pintado) | Farm","Short Jeans (Detalhe Pintado) | Farm",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/short-jeans-detalhe-pintado-farm/,"Roupas","Brechó Fashion Carioca",79.9BRL,in stock,76094_818941,http://brechofashioncarioca.com.br/cart/?add-to-cart=818941,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79.9BRL,new,published,,
76092_818939,"Cropped Mostarda Floral | Garimppo","Cropped Mostarda Floral | Garimppo",http://brechofashioncarioca.com.br/wp-content/uploads/2019/09/remow_bfc-Produtos-semfoto-1.jpg,http://brechofashioncarioca.com.br/product/cropped-mostarda-floral-garimppo/,"Roupas","Brechó Fashion Carioca",39.9BRL,in stock,76092_818939,http://brechofashioncarioca.com.br/cart/?add-to-cart=818939,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,39.9BRL,new,published,,
